0075-8914;25;Levant: Journal of the British School of Archaeology in Jerusalem and the British Institute at Amman for Archaeology and History
0024-1512;10;Levéltári Közlemények
0756-7138;10;Lexique (Lille)
0254-9239;10;Lexis (Peru)
2210-8823;10;Lexis. Poetica, retorica e comunicazione nella tradizione classica
1016-362X;15;L`HOMME. Europaeische Zeitschrift fuer Feministische Geschichtswissenschaft (L`HOMME. European Journal of Feminist History)
0304-0003;10;Lias: sources and documents relating to the early modern history of iedeas
0081-8933;10;Liber Annuus. Annual of the Studium Biblicum Franciscanum Jerusalem
1758-3489;10;Library & Information History (formerly Library History)
0459-2980;10;Libya Antiqua. Annual of the Department of Antiquities of Libya
0263-7189;10;Libyan Studies
1146-6480;15;LIDIL
1619-0548;10;Lied und populäre Kultur/Song and Popular Culture (previously Jahrbuch für Volksliedforschung)
0207-8694;10;Lietuvos Archeologija (Lithuanian Archaeology)
1392-4028;10;Lietuvos etnologija: socialinės antropologijos ir etnologijos studijos (Lithuanian Ethnology: Studies in Social Anthropology and Ethnology)
1239-6826;10;Lifelong Learning in Europe (LLinE)
0024-3523;10;Limba romana
0222-9838;15;L`information grammaticale
0079-4740;15;Lingua posnaniensis
0024-385X;10;Lingua e stile
0024-3868;10;Lingua nostra
1720-9331;10;Lingue e Linguaggio
0868-4731;10;Linguistica Uralica
0098-9053;10;Linguistic Analysis
1430-0532;20;Linguistic Typology
1230-3984;10;Linguistica Baltica. International Journal of Baltic Linguistics
0392-6907;10;Linguistica Computazionale
0392-6915;10;Linguistica e Letteratura
0210-6345;10;Linguistica Española actual
0208-4228;15;Linguistica silesiana
0898-5898;25;Linguistics and Education
0731-3500;10;Linguistics of the TIbeto-Burman Area
1615-3014;10;Linguistik Online
0075-966X;10;Linguistique (La)
1625-5194;10;Linguistique Arabe et Sémitique
0024-3930;10;Linguistische Berichte
0378-4169;20;Lingvisticae Investigationes
1594-5359;10;LINKS Rivista di letteratura e cultura tedesca Zeitschrift für deutsche Literatur- und Kulturwissenschaft
0994-7744;10;Linquistique Africaine
0246-8743;10;Linx
0024-4457;15;Listy filologicke - Folia philologica
1043-6928;15;LIT: literature, interpretation, theory
1707-0228;10;Literary Research
0258-2279;10;Literator: Journal of Literary Criticism, Comparative Linguistics and Literary Studies
0343-1657;10;Literatur für Leser
0024-4643;10;Literatur in Wissenschaft und Unterricht
0024-466X;10;Literatur und Kritik
0258-0802;10;Literatüra
0306-1973;10;Literature and History
0278-9671;10;Literature and Medicine
0269-1205;15;Literature and Theology
0090-4260;15;Literature/Film Quarterly (LFQ)
0324-0495;10;Literaturna Misal
0197-7261;10;Lithic Technology
0262-7817;10;Lithics: The Journal of Lithic Studies Society
0862-8424;10;Litteraria Pragensia. Studies in Literature and Culture
0047-4800;15;Littérature
0992-5279;10;Littératures classiques
0144-932X;15;Liverpool Law Review
1627-4970;10;Livraisons d`histoire de l`architecture
0076-0188;10;Llên Cymru
0306-0837;10;Llafur (Journal of the Welsh people society)
0210-8615;10;Llull
0024-5585;10;Local Historian
0143-2974;20;Local Population Studies
1476-0290;10;Locke Studies: An Annual Journal of Locke Research
1135-9722;10;Locus Amoenus
1425-3305;20;Logic and Logical Philosophy
1617-3473;10;Logical Analysis and History of Philosophy / Philosophiegeschichte und logische Analyse
0024-5836;20;Logique et Analyse
0459-6935;14;Logopedia
1651-2022;20;Logopedics, Phoniatrics, Vocology
1575-6866;15;Logos. Anales del seminario de metafisica
0024-631X;10;Long Room (Dublin)
1124-9064;15;Lotus international: Rivista di architettura
0024-6964;15;Louvain Studies
1601-1929;10;LSP, Professional Communication, Knowledge Management and Cognition
0213-2338;10;Lucentum
0076-1435;10;Lud
1401-2189;10;Lund Archaeological Review
0283-6874;10;Lund Studies in Medieval Archaeology
1138-1329;10;LUNULA: archaeologia protohistorica
0076-1508;15;Lusitania Sacra
0024-7413;15;Luso-Brazilian Review
0931-9484;10;Lusorama: Revista de Estudos Sobre os Países de Língua Portuguesa
0024-7421;10;Lustrum
0340-6210;10;Luther - Zeitschrift der Luther-Gesellschaft
0024-7499;10;Lutheran Quarterly
0928-2378;10;Luther-Bulletin
2239-2068;10;Luxflux
0076-1648;10;Lychnos. Annual of the Swedish History of Science Society
1300-6444;10;Lykia Anadolu-Akdeniz arkeolojisi
0024-855X;10;Maal og Minne
0922-6567;25;Machine Translation
0922-369X;10;Madoc: tijdschrift voor mediëvistiek
1406-992X;10;Mäetagused
1205-6197;10;Maghreb Littéraire (Le). Revue canadienne de littérature magrébine
0024-9955;10;Magna Graecia: rassegna di archeologia, storia, arte, attualità
1217-7768;10;Magyar Egyházzene
0025-0090;15;Magyar Filozófiai Szemle
1217-9833;10;Magyar népmüvészet
0025-0228;15;Magyar Nyelv
0541-9298;10;Magyar Nyelvjárások
0025-0236;15;Magyar Nyelvőr
0025-0260;10;Magyar Pedagógia
0025-0384;10;Magyar Zene
0025-0538;15;Maia
0076-2725;10;Mainfränkisches Jahrbuch für Geschichte und Kunst
0076-2792;10;Mainzer Zeitschrift
0076-289X;10;Makedonika (Thessalonikē) (MAKEΔΟΝΙΚΑ (THESSALONIKI)
0258-0446;10;Man and Environment
0025-2603;10;Manuscripta. A Journal for Manuscript Research
0213-2397;10;Manuscrits. Revista d`Historia Moderna
0025-2638;10;Manuskripte
1612-2941;10;Marburg Journal of Religion
0342-121X;10;Marburger Jahrbuch für Kunstwissenschaft
0542-6669;10;Marche romane
1626-3162;10;Marges linguistiques
0025-4606;10;Maske und Kothurn
0025-5025;15;Master Drawings
0932-9714;15;Matatu
1183-1073;10;Material History Review
0392-6338;15;Materiali e Discussioni per l`analisi dei testi classici
0075-7039;10;Materiały Archeologiczne
0025-6285;10;Meander
0085-3208;10;Meddelelser fra Ny Carlsberg Glyptotek
0085-7262;10;Meddelelser fra Thordvaldsens Museum
0770-1241;10;Mededelingen van de Koninklijke Academie voor Wetenschappen, Letteren en Schone Kunsten van Belgie, Klasse der Schone Kunsten
0772-1455;10;Mededelingen van het Cyriel Buysse Genootschap
0923-7011;10;Mededelingen van wege het Spinozahuis
1652-4535;10;Medelhavsmuseet
1368-8804;20;Media History
0076-5872;10;Mediaeval Studies
0862-979X;10;Mediaevalia Historica Bohemica
0872-0991;10;Mediaevalia. Textos e estudos
0934-7453;10;Mediaevistik
1722-2206;10;Medicina & Storia
0025-7877;10;Medicina nei secoli
1424-3636;10;Medienpädagogik
0584-4150;10;Medieval & Renaissance Studies
0731-3403;10;Medieval and Renaissance Drama in England
0076-6097;10;Medieval Archaeology
1358-2496;10;Medieval Ceramics: Journal of the Medieval Pottery Research Group
1614-435X;10;Medieval English Mirror
0143-3784;10;Medieval English Theatre
1536-8742;10;Medieval Feminist Forum
1475-4525;10;Medieval Philosophy and Theology
1366-0691;10;Medieval Sermon Studies
0959-2474;10;Medieval Settlement Research Group. Annual Report
0751-2708;15;Médiévales: langue, textes, histoire
0076-6127;10;Medievalia et Humanistica
1131-8155;10;Medievalismo. Boletín de la Sociedad Española de Estudios Medievales (Sevilla)
0391-2566;10;Medioevo
0394-7858;10;Medioevo e Rinascimento
1593-456X;10;Medioevo greco. rivista di storia e filologia bizantina
1724-9090;10;Medioevo Letterario d`Italia: Rivista internazionale di filologia, linguistica e letteratura
0390-0711;10;Medioevo romanzo
1824-3010;15;Mediterranea. Ricerche Storiche
1030-8482;10;Mediterranean Archaeology
1024-5375;10;Mediterranean Journal of Educational Studies
1824-8225;0;Mediterraneo Antico
1127-6061;10;Mediterraneo Antico. Economie Società Culture
0025-8385;20;Medium aevum
0939-351X;10;Medizin, Gesellschaft und Geschichte
0025-8431;10;Medizinhistorisches Journal - Medicine and the Life Sciences in History
1231-1960;10;Medycyna nowożytna. Studia nad kulturą medyczną
0076-230X;10;Mélanges de la Casa de Velázquez
0223-5102;0;Mélanges de l`Ecole Française de Rome. Antiquité
1724-2134;15;Mélanges de l`École française de Rome. Antiquité
1123-9891;10;Mélanges de l`Ecole Française de Rome. Italie et Méditerranée
1123-9883;10;Mélanges de l`Ecole Française de Rome. Moyen-âge
1783-1628;10;Mélanges de l`Institut Dominicaine des Études Orientales du Caire (MIDEO)
0025-8911;10;Mélanges de science religieuse
0575-1330;0;Mélanges: Institut Dominicain d`études orientales du Caire
0163-755X;20;MELUS: Multi-Ethnic Literature of the United States
0991-6679;10;Memoire de la Société Eduenne
0378-116X;10;Memórias da Academia das Ciências de Lisboa: Classe de Letras
1552-6828;0;Men & Masculinities
1080-4013;10;Mental Retardation and Developmental Disabilities Research Reviews
0394-4115;10;Meridiana
1536-6936;10;Meridians: Feminism, Race, Transnationalism
1105-3399;10;Mesaionika kai Nea Ellinika (Akademie Athen)
0076-6615;10;Mesopotamia
0823-3993;10;Mesure et évaluation en éducation
0026-0452;15;Meta : Translators` Journal
0348-7903;10;Meta: medeltidsarkeologisk tidskrift
0026-1068;20;Metaphilosophy
1618-2006;10;Metaphorik.de
1437-2053;10;Metaphysica. International Journal for Ontology and Metaphysics
0815-0796;10;Metascience
0327-0289;10;Méthexis. Revista internacional de filosofia antigua. International Journal for Ancient Philosophy
0943-3058;20;Method and Theory in the Study of Religion
1432-8534;10;Methodology European Journal of Research Methods for the Behavioral and Social Sciences
0995-3310;10;Métis
0077-8958;10;Metropolitan Museum of Art Journal
0047-729X;10;Midland History
0363-6550;15;Midwest Studies in Philosophy
0026-3826;10;Militärgeschichtliche Zeitschrift
0922-0887;0;Millennium. Tijdschrift voor middeleeuwse studies.
1782-3404;10;Millennium. Tijdschrift voor middeleeuwse studies.
0026-4326;10;Milton Quarterly
1565-0618;10;Min-ad: Israel Studies in Musicology online
0026-4423;25;Mind
1593-7879;25;Mind and Society. A Journal of Cognitive and Epistemological Studies and Social Sciences
0213-9634;10;Minerva - A Review of Science, Learning and Policy
1128-2134;10;Minima Epigraphica et Papyrologica
0544-3733;10;Minos
0257-5779;10;Minzu Yuwen
1137-6368;10;Miscelánea: A Journal of English and Amercian Studies
0168-9789;10;Mission Studies
0256-9507;20;Missionalia
0178-7896;10;Mitteilungen der Berliner Gesellschaft für Anthropologie, Ethnologie und Urgeschichte
1013-6800;10;Mitteilungen der Gesellschaft für vergleichende Kunstforschung in Wien
0342-1295;10;Mitteilungen des Deutschen Archäologischen Instituts - Athenische Abteilung
0342-1287;10;Mitteilungen des Deutschen Archäologischen Instituts - Römische Abteilung
0341-9142;10;Mitteilungen des Deutschen Archäologischen Instituts. Abteilung Istanbul
0342-1279;10;Mitteilungen des Deutschen Archäologischen Instituts. Abteilung Kairo
0418-9744;10;Mitteilungen des Deutschen Archäologischen Instituts. Abteilung Madrid
0418-9698;10;Mitteilungen des Deutschen Archäologischen Instituts. Orient Abteilung - Baghdad (Baghdader Mitteilungen)
0176-2354;10;Mitteilungen des Deutschen Archäologischen Instituts. Orient Abteilung - Damaskus (Damaszener Mitteilungen)
0073-8484;10;Mitteilungen des Instituts fur Österreichische Geschichtsforschung
0342-1201;10;Mitteilungen des Kunsthistorischen Instituts in Florenz
1025-6555;10;Mitteilungen zur christlichen Archaologie
1434-7091;10;Mitteilungen zur spätantiken Archäologie und byzantinischen Kunstgeschichte
0173-2471;10;Miteilungsblatt des Instituts fur soziale Bewegungen
1420-6994;10;Mittelalter (Parallel titles: Moyen Age - Medioevo)
0076-9762;10;Mittellateinisches Jahrbuch
0941-6382;10;Mittelweg 36
0026-7910;10;MLN (Modern language notes)
1105-3917;10;Mnēmōn
1825-909X;10;Mnemosyne
0026-7074;15;Mnemosyne: A Journal Of Classical Studies
0249-6267;10;Modeles linguistiques
0963-9489;20;Modern and Contemporary France
0026-7503;10;Modern Austrian Literature
0026-7694;15;Modern Drama
0026-7724;20;Modern Fiction Studies
1479-2443;20;Modern Intellectual History
1353-2944;20;Modern Italy
1469-9877;20;Modern Italy
0026-7929;20;Modern Language Quarterly
0026-7937;15;Modern Language Review
0047-7729;10;Modern Language Studies
0026-8232;15;Modern Philology: Critical and Historical Studies in Literature, Medieval through Contemporary
0026-8402;10;Modern Schoolman (The)
0266-7177;15;Modern Theology
1128-6326;10;Moderna Semestrale di teoria e critica della letteratura
0026-8577;15;Moderna språk
0026-8666;10;Moderne Sprachen
1210-6860;10;Moderní dejiny - Modern History
0026-9271;10;Monatshefte für deutschsprachige Literatur und Kultur
0027-0741;10;Monumenta Nipponica
0254-9948;10;Monumenta Serica
0872-8747;10;Monumentos, Revista Semestral de Edifícios e Monumentos Nacionais (Lisboa)
0243-6450;10;Mots: Les langages du politique
1496-9343;10;Mouseion (previously: Classical Views / Echos du monde Classique)
1620-3224;10;Moussons. Social Science Research on Southeast Asia
1861-9053;10;Mozart Jahrbuch
0781-6790;10;Muinaistutkija
1406-3867;10;Muinasaja teadus
1750-497X;25;Multicultural Education and Technology Journal
0292-0107;15;Multitudes
0077-1899;10;Münchener Jahrbuch der bildenden Kunst
0077-1910;10;Münchener Studien zur Sprachwissenschaft
0580-1400;10;Münchener Theologische Zeitschrift
1132-2217;10;Munibe
0722-4532;10;Münstersche Beiträge zur antiken Handelsgeschichte
0732-2992;10;Muqarnas: An Annual on the Visual Culture of the Islamic World
0392-6931;10;Museum Criticum
0027-4054;15;Museum Helveticum
0262-5245;10;Music Analysis
1825-621X;10;Music and Anthropology. Journal of Musical Anthropology of the Mediterranean
0027-4224;15;Music and Letters
1522-7464;10;Music in Art: International Journal for Music Iconography
0195-6167;20;Music Theory Spectrum
1127-0063;10;Musica e Storia
0027-4631;15;Musical Quarterly (The)
0027-4666;15;Musical Times
1016-1066;10;Musicologica Austriaca
0581-0558;10;Musicologica Slovaca et Europea - Yearbook
0780-0703;10;Musiikin suunta, SES
0355-1059;10;Musiikki : Suomen musiikkitieteellinen seura ry:n ja Helsingin yliopiston musiikkitieteen laitoksen julkaisu
0947-8302;10;Musik in Baden-Württemberg
0937-583X;10;Musik in Bayern
0903-188X;10;Musik og Forskning
1432-9425;15;Musik und Asthetik
0177-350X;10;Musikpsychologie
0177-4182;10;Musiktheorie
0172-5505;10;Musiktherapeutische Umschau
1016-1333;10;Musil-Forum. Beiträge zur Literatur der klassischen Moderne
1264-7020;10;Musique, Images, Instruments. Revue Française d`Organologie et d`Iconographie musicale
0027-4909;20;Muslim world (The)
1257-7537;10;Musurgia. Analyse et Pratique musicales
0027-514X;15;Muttersprache
0027-5247;15;Művészettörténeti Értesítő
0580-373X;15;Muzikološki zbornik / Musicological Annual
0027-5344;14;Muzyka
0213-7674;10;Myrtia: Revista de Filología clásica
0146-9339;10;Mythlore
1461-0434;10;N.paradoxa: international feminist art journal
0167-5257;10;Naamkunde. Tijdschrift voor naamkunde in het Nederlands taalgebied
0167-5357;0;Naamkunde. Tijdschrift voor naamkunde in het Nederlands taalgebied
0936-5761;10;Nachbarsprache Niederländisch
0784-3844;10;Naistutkimus
0943-0849;10;Namenkundliche Informationen
0077-2704;10;Namn och bygd
1387-6805;10;Nan Nu: Men, Women and Gender in Early Imperial China
0027-7835;10;Napoli nobilissima
1330-0059;10;Napredak
0547-2504;15;Narodna umjetnost - Croatian Journal of Ethnology and Folklore Research
1063-3685;20;Narrative
0213-7305;10;Nasarre. Revista Aragonesa de Musicología
0027-8203;10;Naše řeč
0793-8934;10;Nashim: A Journal of Jewish Women`s Studies
0077-2887;10;Nassauische Annalen
1460-8944;20;National Identities
0090-5992;20;Nationalities papers
0084-9308;10;Nationalmuseets arbejdsmark
1094-2076;25;Near Eastern Archaeology
0169-6726;10;Nederlands kunsthistorisch jaarboek
0028-212X;10;Nederlands theologisch tijdschrift
0923-2370;10;Nederlands tijdschrift voor de zorg aan mensen met verstandelijke beperkingen
0028-2162;10;Nederlands tijdschrift voor geneeskunde
0168-9088;10;Nederlands tijdschrift voor rechtsfilosofie en rechtstheorie
1384-5829;15;Nederlandse Letterkunde
1384-5845;10;Nederlandse Taalkunde
1876-9071;10;Internationale Neerlandistiek
1567-6633;10;Neerlandistiek.nl
0324-4652;15;Neohelicon
0028-2677;15;Neophilologus
0254-8356;20;Neotestamentica
0077-6599;10;Néprajzi Értesítö
1575-8621;10;NERTER
0177-7750;10;Neue Romania
0028-3517;15;Neue Zeitschrift für systematische Theologie und Religionsphilosophie
1439-2712;10;Neues Lausitzisches Magazin (Neue Folge). Zeitschrift der Oberlausitzischen Gesellschaft der Wissenschaften (Görlitz)
0028-3754;15;Neuphilologische Mitteilungen
1106-6601;10;Neusis - the Greek Journal for the History and Philosophy of Science and Technology
0139-2190;10;Névtani Értesítő
0950-5814;10;New Comparison: a Journal of Comparative and General Literary Studies
1053-1297;10;New England Review Middlebury Series
1050-9720;10;New England Theatre Journal
0094-033X;15;New German Critique
1092-3977;10;New Hibernia Review
0028-6087;25;New Literary History
1465-3737;10;New Medieval Literatures
0028-6885;20;New Testament Studies
0266-464X;15;New Theatre Quarterly
1819-5644;10;New Voices in Translation Studies
0110-540X;10;New Zealand Journal of Archaelogy
0028-8276;25;New Zealand Journal of Educational Studies
0028-8322;10;New Zealand Journal of History
1616-7422;10;Nexus
0078-0537;10;Niederdeutsche Beiträge zur Kunstgeschichte
0078-0561;10;Niedersächsisches Jahrbuch für Landesgeschichte
0342-1422;15;Nietzsche-Studien. Internationales Jahrbuch für die Nietzsche-Forschung
0922-1344;10;Nieuw Letterkundig Magazijn
1387-246X;10;Nieuwste Tijd (De)
1237-1645;10;Niin & Näin
0934-8913;10;Nikephoros
0146-7891;15;Nineteenth Century French Studies
1052-0406;15;Nineteenth Century Prose
0893-7931;10;Nineteenth Century Studies
1748-3727;10;Nineteenth Century Theatre and Film (former title :Nineteenth Century Theatre)
1543-1002;10;Nineteenth-Century Art Worldwide
0890-5495;15;Nineteenth-century contexts: an interdisciplinary journal
0891-9356;15;Nineteenth-Century Literature
1479-4098;10;Nineteenth-Century Music Review
1502-7694;20;NJES. Nordic Journal of English Studies
1075-7163;10;Nka: Journal of Contemporary African Arts
0029-4624;25;Nous
1520-8583;10;Noûs-Supplement: Philosophical Perspectives
0822-7942;20;Nomadic Peoples
0141-6340;10;Nomina
0923-5817;10;Noordbrabants Historisch Jaarboek
0803-8740;25;NORA: Nordic Journal of Women`s Studies
0078-1037;10;Nordelbingen
1602-124X;10;Nordic Irish Studies
1102-5824;10;Nordic Journal of Architectural Research
0809-7291;10;Nordic Journal of Religion and Society
0029-1463;0;Nordic Psychology
0108-2914;10;Nordic Sounds
0904-6380;10;Nordic Theatre Studies
0109-3967;10;Nordica
1236-3839;10;Nordicum
0348-1646;10;Nordisk judaistik
1104-2176;10;Nordisk matematikkdidaktikk / Nordic Studies in Mathematics Education, NOMAD
0901-8050;10;Nordisk Pedagogik (Nordic Educational Research)
1458-5316;10;Nordiska språk
1503-8599;10;Nordlyd (Online)
0008-1345;10;Nord-Nytt
0029-1595;10;Nordost-Archiv
0802-7285;15;Norsk antropologisk tidsskrift
0800-3076;10;Norsk Lingvistisk Tidsskrift
0029-2052;10;Norsk Pedagogisk Tidsskrift
0029-2176;10;Norsk teologisk tidsskrift
0029-2397;10;North American Review
0305-4659;10;Northamptonshire Archaeology
0029-3652;10;Norwegian Archaeological Review
0774-3327;10;Notae praehistoricae
0027-4380;10;Notes
0029-3970;15;Notes & Queries
0391-4364;10;Notizie da Palazzo Albani: rivista annuale di storia e teoria delle arti
0029-4586;15;Nottingham French Studies
0078-2122;10;Nottingham Medieval Studies
0248-4951;15;Nouvelles Questions féministes
0755-7752;10;Nouvelle Revue d`Onomastique
0029-4845;10;Nouvelle Revue Théologique
0242-7702;10;Nouvelles de l`archéologie (Les)
1334-2312;15;Nova prisutnost
1092-6690;15;Nova Religio: Journal of Alternative and Emergent Religions
0029-5132;20;Novel: a forum on fiction
0869-6365;10;Novoe literaturnoe obozrenie
0048-1009;20;Novum Testamentum
0029-5337;10;Novyj zhurnal
0108-8416;10;NOWELE (North-Western European Language Evolution)
1626-0252;10;Nuevo Mundo - Mundos Nuevos
1048-6380;10;Nuevo Texto Crítico
1516-1021;10;Numen. Revista de estudos e pesquisa da religião
0029-5973;20;Numen: International Review for the History of Religions
0078-2696;15;Numismatic Chronicle
0250-7838;10;Numismatische Zeitschrift
0546-9422;10;Numizmatičke vijesti
0785-6776;10;Nuori Voima
0029-6147;10;Nuova antologia
0029-6155;10;Nuova corrente: rivista trimestrale di letteratura
0029-6228;10;Nuova Rivista musicale italiana : Bimestrale di Cultura e Informazione musicale
0029-6236;15;Nuova Rivista Storica
1126-098X;10;Nuova Storia contemporanea
0029-6295;10;Nuovi argomenti
1125-3894;10;Nuovi Studi
0938-9539;10;Nürnberger Blätter zur Archäologie
0908-1410;10;Ny Poetik. Tidskrift for litteraturvidenskap
0027-7126;10;Nya Argus
0713-5815;10;Nyame Akuma: Bulletin of the Society of African Archaeologists
0106-8040;10;Nydanske studier
0567-6223;10;Nyelv- es irodalomtudományi közlemények
1786-7428;10;Nyelvtudomány (Acta Universitatis Szegediensis Sectio Linguistica)
0029-6791;10;Nyelvtudományi Közlemények
0801-3756;10;Nytt om Runer
1120-2513;10;O.P.D. Restauro. Rivista dell`Opificio delle Pietre Dure e Laboratori di Restauro di Firenze
0351-3947;15;Obnovljeni život. Časopis za filozofiju i religijske znanosti
1133-0481;10;Obradoiro de Historia Moderna
1214-6463;10;Obrana a strategie
1542-1619;10;Obsidian III: Literature in the African Diaspora
0029-8115;20;Oceanic Linguistics
0162-2870;15;October: Art, Theory, Criticism, Politics
0029-8514;10;Odrodzenie i Reformacja w Polsce
0078-3714;10;Offa
0475-0047;10;Oideas
0029-8654;10;Ökumenische Rundschau
0920-0665;10;Onderzoek van onderwijs
0078-463X;10;Onoma. Journal of the International Council of Onomastic Sciences
1586-3719;10;Onomastica Uralica
0030-2651;10;Ons Erfdeel
0774-2827;15;Ons Geestelijk Erf
0268-0513;25;Open Learning
0736-0053;15;Opera Quarterly (The)
0078-5520;10;Opuscula Atheniensia
0471-7309;10;Opuscula Romana. Annual of the Swedish Institute in Rome
0094-0798;20;Oral History Review
0105-7510;15;Orbis Litterarum
1385-285X;10;Orbis Terrarum
0328-8188;10;Orbis Tertius
0030-4492;10;Ord och Bild
1022-4610;10;Orđ og tunga
0920-3192;10;Organ Yearbook (The)
1355-7718;20;Organised Sound
0078-6500;10;Organon
1335-0668;20;Organon F
0776-9350;10;Orgelkunst
0340-6407;10;Oriens Christianus
1284-2060;10;Oriens-Occidens (Cahiers du centre d`histoire des sciences et des philosophies arabes et médiévales)
0030-5278;10;Oriental Art
0030-5367;10;Orientalia (Rome)
0030-5375;15;Orientalia Christiana Periodica
0078-6578;10;Orientalia Suecana. An International Journal of Indological, Iranian, Semitic and Turkic Studies
0030-5448;10;Orientations
0474-6805;10;Origini
0391-5832;10;Orpheus
0010-3551;10;Orvostörténeti közlemények
1303-3123;10;Osmanli Bilimi Arastirmalari (Studies in Ottoman Science)
0936-0271;10;Osnabrücker Beiträge zur Sprachtheorie (OBST)
1617-9404;10;Ostasiatische Zeitschrift
1028-1495;10;Österreichische Namenforschung
0029-9375;10;Österreichische Osthefte
1016-765X;15;Österreichische Zeitschrift für Geschichtswissenschaften
0029-9626;10;Österreichische Zeitschrift für Kunst und Denkmalpflege
0029-9669;10;Österreichische Zeitschrift für Volkskunde
1560-8670;10;Österreichisches Archiv für Recht und Religion (formerly: van Österreichisches Archiv für Kirchenrecht)
0030-6487;10;Ostkirchliche Studien
1122-259X;10;Ostraka
0391-7487;10;Ottagono: rivista trimestrale di architettura, arredamento e industrial design
0391-2639;10;Otto-Novecento
0030-672X;10;Oud-Holland: driemaandelijks tijdschrift voor Nederlandse Kunstgeschiedenis
1631-0438;10;Outre-mers
0166-2058;10;Over Multatuli
0165-6465;10;Overijsselse Historische Bijdragen
0142-6540;15;Oxford Art Journal
0078-7191;15;Oxford German Studies
0262-5253;25;Oxford Journal of Archaeology
0305-1498;25;Oxford Literary Review
0265-7651;10;Oxford Studies in Ancient Philosophy
0961-2149;10;Oxford Studies in Comparative Education
0308-5562;10;Oxoniensia
0030-8684;20;Pacific Historical Review
0279-0750;20;Pacific Philosophical Quarterly
0030-9273;10;Pädagogische Rundschau
0393-0149;10;Padvsa Bollettino del Centro Polesano di studi storici, archeologici ed etnografici
0030-9435;10;Paideia
0214-7300;10;Paídeia: revista de filosofía y didactica filosofía
0090-5674;10;Paideuma
0078-7809;10;Paideuma. Mitteilungen zur Kulturkunde
0204-4021;10;Palaeobulgarica
0552-9344;10;Palaeohistoria
1070-5465;10;Palaeoslavica
0920-7422;10;Palaestina Antiqua
1896-8244;10;Palamedes. A Journal of Ancient History
1145-3370;10;Paleo
1572-6622;10;Paleo-aktueel
1545-0031;10;Paleoanthropology
0153-9345;10;PALEORIENT
0031-0328;20;Palestine exploration quarterly
1148-8158;10;Palimpsestes
0031-0387;15;Pallas, revue d`études antiques
0031-0506;10;Pamatky archeologicke
0031-0514;12;Pamiętnik Literacki
1730-0215;10;Pamiętnik Sztuk Pięknych
0031-0522;14;Pamiętnik Teatralny
1131-9267;10;Papers D`Art
1750-1954;10;Papers of Surrealism
0006-128X;15;Papers of the Bibliographical Society of America
0068-2462;15;Papers of the British School at Rome
0343-0758;15;Papers on French Seventeenth Century Literature
1135-0504;10;Papers on Joyce
0031-1294;15;Papers on Language and Literature
1120-3404;10;Paradigmi
1120-4737;10;Paragone
1120-4745;10;Paragone: letteratura
0264-8334;15;Paragraph: a Journal of Modern Critical Theory
0031-1731;10;Parametro
1824-6249;10;Paratesto
1384-6280;10;Parelduiker (De)
0313-6221;15;Parergon: Journal of the Australian and New Zealand Association for Medieval and Early Modern Studies
0264-2824;15;Parliamentary History
0260-6755;10;Parliaments, Estates and Represenation
0924-1779;10;Parmentier
0031-2320;10;Parnasso
0048-301X;10;Parnassos
1125-6486;10;Parola del testo (La)
0258-8331;15;Parole de l`Orient (Lebanon)
1128-6342;10;Parthica Incontri di culture nel mondo antico
1565-3668;15;Partial Answers: Journal of Literature and the History of Ideas
1579-3311;10;Pasado y memoria: Revista de historia contemporánea
0901-8883;10;Passage: Tidskrift for litteratur og kritik
1120-0650;15;Passato e presente. Rivista di storia contemporanea
1585-3802;10;Passim - Pannonia Bölcseleti Egyesület, Pécs
0264-3944;20;Pastoral Care in Education
0031-2789;20;Pastoral Psychology
0720-6259;10;Pastoraltheologie: Monatsschrift für Wissenschaft und Praxis in Kirche und Gesellschaft
0555-9308;10;Pastoraltheologische Informationen
0325-2280;10;Patristica et mediaevalia
1139-1723;10;Pedagogía Social. Revista Interuniversitaria
1211-4669;10;Pedagogicka orientace
1567-7109;10;Pedagogiek
0031-3815;10;Pedagogika
1468-1366;25;Pedagogy, Culture and Society
1531-4200;10;Pedagogy: Critical Approaches to Teaching Literature, Language, Composition and Culture
0133-2570;10;Pedagógusképzés
0211-9587;10;Pedralbes (Univ. Barcelona)
0888-322X;10;Pegasus
1645-6971;10;Península. Revista de Estudos Ibéricos
1253-1006;10;Penser l`éducation
0394-4131;10;Per la Filosofia
1593-4861;10;Per leggere
0031-5117;10;Perception & Psychophysics
0898-5952;20;Performance Improvement Quarterly
1352-8165;15;Performance Research
0937-8391;10;Periskop: Forum for Kunsthistorisk debat
0553-6707;10;Peristil
0332-1592;10;Peritia. Journal of the Medieval Academy of Ireland
0031-5842;10;Persoon en gemeenschap
0258-2236;25;Perspectives in Education
1777-7852;10;Perspective
0338-2338;10;Perspectives médiévales
0031-6016;10;Perspectives of New Music
1063-6145;25;Perspectives on Science: Historical, Philosophical, Social
0907-676X;20;Perspectives: Studies in Translatology
0869-8198;10;Peterburgskij teatral`nyj zhurnal
1819-1983;10;Phainomenon
0342-8117;10;Phänomenologische Forschungen
1380-2240;10;Pharos, Nederlands Instituut Athene
1568-7759;25;Phenomenology and the Cognitive Sciences
1451-5342;10;Philologia
0204-8779;10;Philologiâ (Sofiâ)
0031-7977;10;Philological Quarterly
